No,year,month,day,hour,pm2.5,DEWP,TEMP,PRES,cbwd,Iws,Is,Ir
9479,2011,1,30,22,49.0,-19,-4.0,1032.0,cv,0.89,0,0
8274,2010,12,11,17,34.0,-15,-1.0,1018.0,SE,44.26,0,0
20181,2012,4,20,20,118.0,12,12.0,1018.0,cv,0.89,0,2
6147,2010,9,14,2,277.0,17,19.0,1013.0,cv,2.67,0,0
4186,2010,6,24,9,104.0,13,26.0,1009.0,cv,3.12,0,0
3121,2010,5,11,0,10.0,-1,15.0,1013.0,NW,154.21,0,0
43728,2014,12,27,23,363.0,-9,-5.0,1025.0,cv,6.24,0,0
15997,2011,10,29,12,283.0,8,14.0,1022.0,SE,3.58,0,0
8025,2010,12,1,8,235.0,-1,0.0,1015.0,cv,0.89,0,0
17033,2011,12,11,16,30.0,-10,9.0,1025.0,NW,38.45,0,0
21962,2012,7,4,1,60.0,16,27.0,999.0,SE,30.41,0,0
2070,2010,3,28,5,67.0,-6,-2.0,1028.0,NE,0.89,0,0
32137,2013,9,1,0,55.0,13,20.0,1013.0,SE,12.96,0,0
41763,2014,10,7,2,107.0,7,10.0,1020.0,NE,0.89,0,0
43000,2014,11,27,15,18.0,-17,7.0,1024.0,NE,14.75,0,0
40234,2014,8,4,9,12.0,19,26.0,1003.0,NE,12.97,0,1
10786,2011,3,26,9,178.0,-8,7.0,1027.0,SE,3.58,0,0
10734,2011,3,24,5,9.0,-20,3.0,1026.0,NW,78.67,0,0
26533,2013,1,10,12,84.0,-14,-4.0,1028.0,cv,2.67,0,0
22665,2012,8,2,8,9.0,21,25.0,1008.0,NW,11.62,0,0
13995,2011,8,7,2,,22,23.0,1007.0,cv,0.89,0,0
39935,2014,7,22,22,21.0,15,28.0,1006.0,NW,10.28,0,0
41154,2014,9,11,17,88.0,19,25.0,1012.0,cv,1.78,0,0
35767,2014,1,30,6,16.0,-21,1.0,1017.0,NW,14.75,0,0
32850,2013,9,30,17,92.0,14,21.0,1017.0,cv,0.89,0,0
42488,2014,11,6,7,7.0,-7,6.0,1029.0,NE,13.86,0,0
42070,2014,10,19,21,197.0,13,16.0,1015.0,SE,2.68,0,0
43505,2014,12,18,16,166.0,-7,1.0,1026.0,SE,7.16,0,0
14509,2011,8,28,12,77.0,19,27.0,1010.0,NE,1.79,0,0
13861,2011,8,1,12,,27,30.0,1005.0,SE,5.37,0,0
4570,2010,7,10,9,84.0,19,21.0,1006.0,SE,17.89,0,3
3304,2010,5,18,15,60.0,8,25.0,998.0,SE,12.07,0,0
2004,2010,3,25,11,12.0,-20,6.0,1029.0,NW,46.93,0,0
16693,2011,11,27,12,106.0,-4,10.0,1021.0,cv,1.78,0,0
13855,2011,8,1,6,,24,24.0,1004.0,NE,1.79,0,0
41334,2014,9,19,5,110.0,10,12.0,1014.0,NE,2.68,0,0
29095,2013,4,27,6,82.0,2,9.0,1010.0,cv,0.89,0,0
13804,2011,7,30,3,35.0,21,21.0,1003.0,NE,6.71,0,19
21056,2012,5,27,7,84.0,11,22.0,1007.0,SE,1.79,0,0
25459,2012,11,26,18,39.0,-17,5.0,1020.0,SE,3.13,0,0
20103,2012,4,17,14,121.0,5,25.0,1005.0,SE,12.96,0,0
31721,2013,8,14,16,69.0,24,32.0,1002.0,SE,20.12,0,0
6442,2010,9,26,9,,9,18.0,1020.0,cv,1.78,0,0
36286,2014,2,20,21,394.0,-6,-3.0,1030.0,NE,0.89,0,0
36724,2014,3,11,3,257.0,-5,0.0,1018.0,cv,3.13,0,0
42447,2014,11,4,14,159.0,-1,15.0,1014.0,SE,12.52,0,0
39406,2014,6,30,21,51.0,13,31.0,1005.0,SE,38.88,0,0
17044,2011,12,12,3,46.0,-8,-4.0,1029.0,NW,11.62,0,0
37437,2014,4,9,20,580.0,-3,22.0,1015.0,SE,12.96,0,0
9753,2011,2,11,8,82.0,-8,-6.0,1029.0,cv,0.89,0,0
16760,2011,11,30,7,163.0,-9,-5.0,1038.0,NW,7.6,0,0
39433,2014,7,2,0,27.0,20,21.0,1005.0,cv,1.78,0,6
18478,2012,2,9,21,56.0,-18,-2.0,1027.0,NW,6.26,0,0
35062,2013,12,31,21,23.0,-21,7.0,1014.0,NW,125.6,0,0
121,2010,1,6,0,56.0,-25,-17.0,1033.0,NW,26.83,0,0
33083,2013,10,10,10,21.0,1,20.0,1010.0,NW,11.18,0,0
28879,2013,4,18,6,10.0,-12,5.0,1024.0,NE,7.15,0,0
42063,2014,10,19,14,210.0,12,20.0,1013.0,SE,13.86,0,0
31468,2013,8,4,3,90.0,21,24.0,1001.0,NE,1.79,0,0
10438,2011,3,11,21,166.0,-6,5.0,1012.0,SE,1.79,0,0
22425,2012,7,23,8,17.0,20,27.0,1005.0,NW,3.13,0,0
10583,2011,3,17,22,,-8,8.0,1014.0,SE,3.13,0,0
3779,2010,6,7,10,,17,26.0,1014.0,cv,1.79,0,0
3511,2010,5,27,6,80.0,13,21.0,1015.0,cv,0.89,0,0
2560,2010,4,17,15,144.0,4,12.0,1020.0,SE,98.34,0,0
12185,2011,5,23,16,120.0,9,29.0,1011.0,SE,25.03,0,0
5623,2010,8,23,6,83.0,17,19.0,1014.0,NW,1.79,0,0
1546,2010,3,6,9,23.0,-22,-3.0,1036.0,NE,80.91,0,0
33225,2013,10,16,8,72.0,0,8.0,1027.0,NW,17.43,0,0
17757,2012,1,10,20,12.0,-18,-2.0,1038.0,NW,79.58,0,0
34363,2013,12,2,18,138.0,-11,4.0,1018.0,cv,1.34,0,0
1023,2010,2,12,14,13.0,-23,-1.0,1033.0,NW,6.26,0,0
37144,2014,3,28,15,52.0,4,22.0,1006.0,SE,4.02,0,0
27771,2013,3,3,2,145.0,-11,-3.0,1025.0,NW,0.89,0,0
9759,2011,2,11,14,10.0,-15,-1.0,1030.0,NW,69.29,0,0
26013,2012,12,19,20,290.0,-11,-9.0,1031.0,NW,3.13,0,0
20194,2012,4,21,9,155.0,10,13.0,1013.0,SE,20.11,0,0
18464,2012,2,9,7,38.0,-20,-11.0,1027.0,cv,0.89,0,0
13192,2011,7,4,15,52.0,14,35.0,1002.0,cv,3.13,0,0
16879,2011,12,5,6,395.0,-3,-3.0,1032.0,NW,7.59,0,0
33101,2013,10,11,4,19.0,2,7.0,1015.0,NE,1.79,0,0
17094,2011,12,14,5,10.0,-16,-4.0,1032.0,NW,62.15,0,0
32191,2013,9,3,6,112.0,16,19.0,1017.0,cv,1.78,0,0
632,2010,1,27,7,140.0,-11,-4.0,1015.0,NW,18.79,0,0
17533,2012,1,1,12,22.0,-18,0.0,1034.0,NE,42.46,0,0
3945,2010,6,14,8,78.0,18,21.0,1006.0,cv,0.89,0,0
891,2010,2,7,2,69.0,-7,-5.0,1025.0,cv,0.89,8,0
18656,2012,2,17,7,10.0,-23,-8.0,1033.0,NW,178.82,0,0
12013,2011,5,16,12,75.0,4,27.0,1013.0,cv,3.13,0,0
10793,2011,3,26,16,29.0,-13,15.0,1024.0,cv,5.81,0,0
42182,2014,10,24,13,281.0,12,17.0,1010.0,cv,2.67,0,0
39913,2014,7,22,0,6.0,16,29.0,1004.0,NW,8.94,0,0
23874,2012,9,21,17,92.0,15,24.0,1010.0,SE,21.01,0,0
27189,2013,2,6,20,9.0,-26,-8.0,1033.0,NW,88.5,0,0
7453,2010,11,7,12,17.0,-5,13.0,1016.0,NW,54.53,0,0
14832,2011,9,10,23,28.0,14,14.0,1022.0,NW,4.92,0,0
21240,2012,6,3,23,80.0,17,18.0,1006.0,cv,2.23,0,0
12495,2011,6,5,14,57.0,10,33.0,1005.0,SE,20.56,0,0
24993,2012,11,7,8,95.0,1,2.0,1020.0,NW,8.5,0,0
35788,2014,1,31,3,281.0,-7,-2.0,1021.0,SE,46.5,0,0
41129,2014,9,10,16,38.0,14,28.0,1013.0,SE,18.77,0,0
35236,2014,1,8,3,11.0,-20,-4.0,1033.0,NW,39.33,0,0
24226,2012,10,6,9,61.0,9,18.0,1026.0,NW,16.54,0,0
11161,2011,4,11,0,,-19,10.0,1023.0,NW,56.31,0,0
30584,2013,6,28,7,257.0,22,25.0,1002.0,SE,8.94,0,0
24315,2012,10,10,2,7.0,0,13.0,1021.0,NW,154.22,0,0
30854,2013,7,9,13,59.0,22,24.0,1004.0,NE,2.68,0,2
27223,2013,2,8,6,10.0,-21,-13.0,1039.0,NW,9.84,0,0
2853,2010,4,29,20,18.0,-6,16.0,1015.0,NW,153.33,0,0
22890,2012,8,11,17,,23,26.0,1005.0,cv,3.56,0,4
4090,2010,6,20,9,,17,29.0,1009.0,NW,25.04,0,0
34434,2013,12,5,17,17.0,-16,6.0,1023.0,SE,2.68,0,0
15961,2011,10,28,0,,5,5.0,1024.0,cv,3.12,0,0
14582,2011,8,31,13,204.0,24,30.0,1004.0,SE,1.79,0,0
21070,2012,5,27,21,152.0,15,24.0,1010.0,SE,57.22,0,0
20021,2012,4,14,4,63.0,3,11.0,1007.0,cv,1.34,0,0
42296,2014,10,29,7,98.0,4,6.0,1025.0,NW,5.36,0,0
21320,2012,6,7,7,45.0,16,23.0,1001.0,NW,1.79,0,0
39178,2014,6,21,9,70.0,18,22.0,1010.0,cv,0.89,0,0
3131,2010,5,11,10,12.0,3,20.0,1016.0,NE,1.79,0,0
17534,2012,1,1,13,17.0,-18,1.0,1033.0,NE,45.59,0,0
18157,2012,1,27,12,24.0,-20,0.0,1029.0,cv,3.57,0,0
20733,2012,5,13,20,84.0,13,19.0,1006.0,NE,8.04,0,0
5773,2010,8,29,12,98.0,20,29.0,1007.0,SE,1.79,0,0
30995,2013,7,15,10,38.0,23,25.0,1000.0,SE,22.8,0,14
15300,2011,9,30,11,21.0,-3,16.0,1026.0,cv,3.13,0,0
553,2010,1,24,0,,-15,-2.0,1022.0,NW,6.71,0,0
36076,2014,2,12,3,241.0,-15,-10.0,1030.0,NW,6.26,0,0
23289,2012,8,28,8,92.0,22,24.0,1006.0,cv,0.89,0,0
4923,2010,7,25,2,211.0,23,28.0,1010.0,SE,46.49,0,0
22864,2012,8,10,15,55.0,20,31.0,1005.0,SE,8.05,0,0
33645,2013,11,2,20,331.0,4,8.0,1021.0,SE,20.57,0,0
43408,2014,12,14,15,44.0,-19,6.0,1024.0,SE,1.79,0,0
36828,2014,3,15,11,91.0,-13,12.0,1011.0,cv,3.12,0,0
1218,2010,2,20,17,163.0,-8,8.0,1010.0,cv,1.78,0,0
36942,2014,3,20,5,10.0,-16,7.0,1028.0,NW,54.98,0,0
12091,2011,5,19,18,11.0,5,23.0,1009.0,SE,17.87,0,1
22227,2012,7,15,2,63.0,20,22.0,1004.0,cv,0.89,0,0
324,2010,1,14,11,95.0,-17,-9.0,1023.0,NW,24.58,0,0
11338,2011,4,18,9,3.0,-11,15.0,1018.0,NW,22.8,0,0
39696,2014,7,12,23,20.0,15,27.0,1003.0,SE,3.58,0,0
20581,2012,5,7,12,87.0,5,26.0,1004.0,NE,8.04,0,0
14199,2011,8,15,14,109.0,23,24.0,1002.0,SE,1.79,0,5
10509,2011,3,14,20,18.0,-17,8.0,1028.0,NW,128.3,0,0
37886,2014,4,28,13,51.0,0,25.0,1018.0,cv,3.13,0,0
40811,2014,8,28,10,62.0,17,25.0,1015.0,cv,0.89,0,0
23832,2012,9,19,23,136.0,15,18.0,1011.0,SE,2.68,0,0
42999,2014,11,27,14,14.0,-17,7.0,1024.0,NE,10.73,0,0
16629,2011,11,24,20,282.0,-6,-1.0,1028.0,cv,1.34,0,0
35728,2014,1,28,15,65.0,-11,5.0,1027.0,SE,25.48,0,0
10514,2011,3,15,1,17.0,-17,4.0,1030.0,NW,181.5,0,0
1691,2010,3,12,10,19.0,-18,6.0,1020.0,NW,8.05,0,0
30458,2013,6,23,1,85.0,19,20.0,1006.0,SE,1.78,0,0
9819,2011,2,14,2,8.0,-20,-8.0,1033.0,NW,23.24,0,0
6643,2010,10,4,18,25.0,8,20.0,1015.0,SE,14.31,0,0
16065,2011,11,1,8,283.0,12,13.0,1023.0,cv,2.67,0,0
30313,2013,6,17,0,163.0,19,22.0,1003.0,NE,12.97,0,0
22837,2012,8,9,12,46.0,19,32.0,1007.0,cv,5.35,0,0
9775,2011,2,12,6,10.0,-20,-12.0,1035.0,NW,4.02,0,0
498,2010,1,21,17,21.0,-20,-2.0,1033.0,NW,10.73,0,0
34006,2013,11,17,21,10.0,-18,4.0,1027.0,NW,112.21,0,0
42289,2014,10,29,0,93.0,5,8.0,1025.0,NE,0.89,0,0
36808,2014,3,14,15,22.0,-22,16.0,1016.0,SE,8.94,0,0
21936,2012,7,2,23,23.0,14,30.0,997.0,SE,21.46,0,0
29729,2013,5,23,16,123.0,12,28.0,1007.0,SE,12.07,0,0
8530,2010,12,22,9,48.0,-10,3.0,1018.0,NW,36.66,0,0
16497,2011,11,19,8,9.0,-10,4.0,1024.0,NW,46.5,0,0
26700,2013,1,17,11,38.0,-15,-1.0,1040.0,NE,20.11,0,0
25002,2012,11,7,17,32.0,-7,12.0,1018.0,NW,63.49,0,0
14026,2011,8,8,9,109.0,24,28.0,1002.0,NW,15.2,0,0
783,2010,2,2,14,28.0,-20,0.0,1027.0,cv,1.79,0,0
14264,2011,8,18,7,10.0,20,22.0,1011.0,SE,0.89,0,0
39511,2014,7,5,6,149.0,22,23.0,1007.0,NE,0.89,0,0
26283,2012,12,31,2,131.0,-18,-14.0,1022.0,cv,3.56,0,0
38746,2014,6,3,9,28.0,13,27.0,1009.0,NW,13.41,0,0
33279,2013,10,18,14,252.0,4,18.0,1023.0,SE,6.71,0,0
28237,2013,3,22,12,63.0,-9,8.0,1019.0,SE,8.94,0,0
6649,2010,10,5,0,85.0,9,12.0,1016.0,cv,0.89,0,0
18952,2012,2,29,15,,-5,8.0,1019.0,SE,7.16,0,0
20927,2012,5,21,22,155.0,17,23.0,1013.0,SE,24.14,0,0
23791,2012,9,18,6,45.0,9,11.0,1011.0,NW,16.54,0,0
18175,2012,1,28,6,69.0,-11,-6.0,1030.0,NW,0.89,2,0
16207,2011,11,7,6,32.0,0,3.0,1028.0,NW,14.76,0,0
39633,2014,7,10,8,25.0,17,28.0,1002.0,NW,10.73,0,0
7905,2010,11,26,8,94.0,-9,-6.0,1020.0,cv,0.89,0,0
6721,2010,10,8,0,429.0,14,14.0,1017.0,NE,0.89,0,0
7744,2010,11,19,15,185.0,-2,13.0,1011.0,SE,13.85,0,0
19400,2012,3,19,7,102.0,-2,-1.0,1027.0,NE,1.78,0,0
11934,2011,5,13,5,18.0,-4,17.0,1010.0,cv,3.13,0,0
30245,2013,6,14,4,80.0,11,21.0,1008.0,SE,24.14,0,0
42502,2014,11,6,21,40.0,-4,4.0,1032.0,SE,0.89,0,0
38967,2014,6,12,14,12.0,12,35.0,1004.0,NW,1.79,0,0
17215,2011,12,19,6,13.0,-19,-5.0,1031.0,NE,3.13,0,0
22977,2012,8,15,8,70.0,18,22.0,1006.0,NW,4.02,0,0
41897,2014,10,12,16,4.0,-1,16.0,1030.0,NW,13.86,0,0
14890,2011,9,13,9,124.0,18,20.0,1013.0,SE,6.71,0,0
15772,2011,10,20,3,243.0,11,12.0,1020.0,SE,0.89,0,0
16689,2011,11,27,8,135.0,-3,0.0,1022.0,NW,16.99,0,0
5798,2010,8,30,13,61.0,20,30.0,1008.0,SE,1.79,0,0
40274,2014,8,6,1,34.0,21,23.0,1006.0,NE,1.79,0,0
15848,2011,10,23,7,420.0,12,13.0,1017.0,NW,4.92,0,2
41230,2014,9,14,21,34.0,11,17.0,1019.0,SE,0.89,0,0
18606,2012,2,15,5,83.0,-10,-7.0,1031.0,SE,15.65,0,0
11910,2011,5,12,5,69.0,-12,14.0,1010.0,NW,141.25,0,0
17098,2011,12,14,9,13.0,-16,-2.0,1035.0,NW,92.55,0,0
8771,2011,1,1,10,,-19,-6.0,1037.0,NW,21.91,0,0
37767,2014,4,23,14,168.0,13,24.0,1009.0,SE,98.35,0,0
7735,2010,11,19,6,453.0,-1,-1.0,1016.0,NW,13.41,0,0
42015,2014,10,17,14,105.0,3,23.0,1014.0,SE,3.13,0,0
33833,2013,11,10,16,9.0,-26,10.0,1024.0,NW,204.27,0,0
10475,2011,3,13,10,267.0,-3,13.0,1012.0,NW,14.75,0,0
10531,2011,3,15,18,19.0,-18,9.0,1022.0,NW,312.9,0,0
7953,2010,11,28,8,97.0,-12,-6.0,1022.0,NE,1.79,0,0
14231,2011,8,16,22,37.0,21,27.0,1006.0,SE,21.91,0,0
3355,2010,5,20,18,37.0,-1,32.0,1004.0,SE,29.5,0,0
18392,2012,2,6,7,20.0,-20,-3.0,1024.0,NW,32.63,0,0
18294,2012,2,2,5,7.0,-25,-10.0,1041.0,NW,30.84,0,0
25571,2012,12,1,10,101.0,-15,-4.0,1033.0,cv,2.67,0,0
28775,2013,4,13,22,10.0,-13,14.0,1010.0,NW,88.5,0,0
33872,2013,11,12,7,58.0,-7,1.0,1026.0,NW,12.07,0,0
5282,2010,8,9,1,221.0,22,25.0,1005.0,cv,0.89,0,0
3252,2010,5,16,11,145.0,13,22.0,1015.0,SE,58.56,0,0
25857,2012,12,13,8,235.0,-4,-2.0,1028.0,NW,8.95,0,0
20776,2012,5,15,15,28.0,-4,27.0,1002.0,NW,66.17,0,0
43049,2014,11,29,16,393.0,2,4.0,1019.0,NE,0.89,0,0
34291,2013,11,29,18,122.0,-17,10.0,1017.0,SE,21.01,0,0
41930,2014,10,14,1,47.0,3,5.0,1023.0,NE,0.89,0,0
24636,2012,10,23,11,49.0,1,17.0,1016.0,cv,2.67,0,0
4584,2010,7,10,23,72.0,19,22.0,1005.0,SE,23.7,0,1
29537,2013,5,15,16,42.0,5,27.0,1014.0,SE,13.86,0,0
17765,2012,1,11,4,14.0,-19,-11.0,1041.0,NE,3.13,0,0
35764,2014,1,30,3,128.0,-10,-2.0,1015.0,cv,0.89,0,0
11876,2011,5,10,19,24.0,7,22.0,1006.0,SE,29.06,0,0
20295,2012,4,25,14,13.0,-8,20.0,1007.0,NW,155.54,0,0
21970,2012,7,4,9,97.0,18,28.0,1001.0,NE,1.79,0,0
28609,2013,4,7,0,36.0,-8,6.0,1012.0,SE,25.04,0,0
20905,2012,5,21,0,,15,19.0,1015.0,SE,4.92,0,0
17725,2012,1,9,12,77.0,-13,1.0,1031.0,cv,1.78,0,0
16163,2011,11,5,10,37.0,5,10.0,1029.0,NE,7.15,0,6
19413,2012,3,19,20,100.0,-2,4.0,1023.0,cv,3.13,0,0
25531,2012,11,29,18,59.0,-14,0.0,1023.0,cv,0.89,0,0
21523,2012,6,15,18,,11,27.0,1005.0,NW,4.92,0,0
10163,2011,2,28,10,18.0,-11,2.0,1028.0,NW,23.25,0,0
6850,2010,10,13,9,56.0,9,13.0,1019.0,cv,0.89,0,0
17291,2011,12,22,10,31.0,-18,0.0,1035.0,NW,47.38,0,0
34866,2013,12,23,17,29.0,-18,1.0,1032.0,SE,1.79,0,0
11166,2011,4,11,5,16.0,-14,6.0,1023.0,SE,1.79,0,0
1805,2010,3,17,4,41.0,-11,2.0,1026.0,NE,9.84,0,0
15867,2011,10,24,2,6.0,1,2.0,1028.0,cv,0.89,0,0
11890,2011,5,11,9,117.0,14,19.0,1006.0,NE,1.79,0,0
10316,2011,3,6,19,7.0,-16,7.0,1024.0,NW,12.96,0,0
9644,2011,2,6,19,20.0,-12,5.0,1019.0,SE,12.96,0,0
28335,2013,3,26,14,211.0,-2,13.0,1012.0,SE,19.67,0,0
14813,2011,9,10,4,23.0,13,16.0,1024.0,NW,4.92,0,2
5561,2010,8,20,16,146.0,23,30.0,1012.0,SE,9.39,0,0
33457,2013,10,26,0,52.0,-1,5.0,1025.0,NW,4.92,0,0
33373,2013,10,22,12,166.0,5,16.0,1021.0,SE,8.05,0,0
6836,2010,10,12,19,55.0,7,14.0,1020.0,SE,14.31,0,0
1652,2010,3,10,19,33.0,-12,5.0,1016.0,SE,24.58,0,0
1141,2010,2,17,12,18.0,-25,0.0,1028.0,NW,86.72,0,0
33239,2013,10,16,22,107.0,2,11.0,1025.0,SE,14.76,0,0
43307,2014,12,10,10,65.0,-9,3.0,1027.0,NW,4.02,0,0
5607,2010,8,22,14,18.0,15,28.0,1013.0,SE,3.13,0,0
43555,2014,12,20,18,14.0,-19,0.0,1029.0,NW,278.94,0,0
18848,2012,2,25,7,16.0,-18,-7.0,1033.0,NW,52.3,0,0
9447,2011,1,29,14,42.0,-22,-2.0,1035.0,NW,27.28,0,0
21176,2012,6,1,7,55.0,13,17.0,1014.0,SE,1.79,0,0
8497,2010,12,21,0,410.0,-11,-3.0,1015.0,NE,0.89,0,0
41254,2014,9,15,21,25.0,4,22.0,1017.0,SE,21.9,0,0
41934,2014,10,14,5,33.0,0,3.0,1022.0,NW,6.71,0,0
17869,2012,1,15,12,,-10,1.0,1023.0,NE,1.79,0,0
36556,2014,3,4,3,226.0,-7,0.0,1024.0,NW,34.88,0,0
15038,2011,9,19,13,10.0,0,22.0,1022.0,NW,41.13,0,0
8423,2010,12,17,22,325.0,-13,-3.0,1014.0,cv,0.89,0,0
23105,2012,8,20,16,,23,29.0,1004.0,cv,1.78,0,0
6262,2010,9,18,21,44.0,14,15.0,1016.0,SE,1.79,0,0
23135,2012,8,21,22,25.0,15,19.0,1014.0,cv,0.89,0,0
28676,2013,4,9,19,13.0,-15,9.0,1021.0,NW,25.93,0,0
11553,2011,4,27,8,29.0,3,14.0,1013.0,SE,1.79,0,0
11757,2011,5,5,20,63.0,1,16.0,1003.0,SE,3.13,0,0
23054,2012,8,18,13,,23,27.0,1006.0,SE,3.58,0,0
8560,2010,12,23,15,33.0,-26,-5.0,1036.0,NW,114.45,0,0
36115,2014,2,13,18,220.0,-11,-1.0,1032.0,SE,78.24,0,0
17825,2012,1,13,16,66.0,-13,4.0,1026.0,SE,7.15,0,0
12197,2011,5,24,4,59.0,11,16.0,1014.0,SE,79.56,0,0
19489,2012,3,23,0,37.0,-5,7.0,1019.0,SE,46.04,0,0
34531,2013,12,9,18,12.0,-18,2.0,1022.0,NE,1.79,0,0
33165,2013,10,13,20,59.0,10,14.0,1019.0,cv,0.89,0,0
25280,2012,11,19,7,14.0,-8,0.0,1025.0,NW,4.02,0,0
23788,2012,9,18,3,36.0,11,14.0,1010.0,NW,6.26,0,0
33706,2013,11,5,9,162.0,0,10.0,1022.0,NW,1.79,0,0
22745,2012,8,5,16,29.0,22,31.0,1010.0,SE,11.18,0,0
7274,2010,10,31,1,102.0,2,5.0,1026.0,NW,5.37,0,0
5011,2010,7,28,18,189.0,24,34.0,996.0,SE,21.0,0,0
34027,2013,11,18,18,9.0,-19,4.0,1026.0,NW,254.39,0,0
17957,2012,1,19,4,486.0,-7,-3.0,1028.0,NW,1.78,0,0
36979,2014,3,21,18,36.0,-16,19.0,1016.0,SE,18.77,0,0
21874,2012,6,30,9,78.0,22,27.0,1004.0,NW,6.71,0,0
7672,2010,11,16,15,66.0,-4,-1.0,1023.0,NW,286.25,0,0
11967,2011,5,14,14,16.0,-4,30.0,1006.0,NW,40.68,0,0
36588,2014,3,5,11,18.0,-24,5.0,1030.0,SE,3.13,0,0
31007,2013,7,15,22,61.0,23,24.0,996.0,SE,5.37,0,0
11603,2011,4,29,10,162.0,10,18.0,997.0,SE,4.92,0,0
28484,2013,4,1,19,29.0,-9,11.0,1020.0,NW,4.02,0,0
9296,2011,1,23,7,10.0,-22,-9.0,1032.0,NW,131.88,0,0
15418,2011,10,5,9,,12,15.0,1015.0,cv,2.67,0,0
41387,2014,9,21,10,64.0,14,21.0,1019.0,cv,1.78,0,0
34237,2013,11,27,12,13.0,-29,0.0,1027.0,NW,231.1,0,0
13161,2011,7,3,8,238.0,22,26.0,1003.0,NW,12.96,0,0
4306,2010,6,29,9,211.0,20,26.0,1004.0,cv,2.67,0,0
29924,2013,5,31,19,101.0,15,27.0,1000.0,SE,55.87,0,0
28942,2013,4,20,21,81.0,-2,11.0,1020.0,SE,36.21,0,0
31009,2013,7,16,0,56.0,23,24.0,996.0,cv,0.89,0,0
31440,2013,8,2,23,61.0,17,26.0,1006.0,NW,3.13,0,0
3056,2010,5,8,7,159.0,9,16.0,1009.0,cv,2.67,0,0
32511,2013,9,16,14,56.0,12,26.0,1010.0,SE,7.15,0,0
2127,2010,3,30,14,,7,10.0,1016.0,SE,29.06,0,4
29967,2013,6,2,14,216.0,19,25.0,1003.0,SE,26.38,0,0
30756,2013,7,5,11,17.0,14,32.0,998.0,NE,4.02,0,0
24548,2012,10,19,19,271.0,8,11.0,1015.0,cv,1.34,0,0
41820,2014,10,9,11,337.0,14,19.0,1021.0,NE,1.79,0,0
32635,2013,9,21,18,61.0,14,25.0,1014.0,SE,21.01,0,0
42285,2014,10,28,20,47.0,3,12.0,1025.0,cv,0.89,0,0
16540,2011,11,21,3,123.0,-5,-3.0,1031.0,NW,3.58,0,0
15534,2011,10,10,5,63.0,12,15.0,1024.0,NE,1.78,0,0
29166,2013,4,30,5,15.0,-4,10.0,1014.0,cv,0.89,0,0
5300,2010,8,9,19,270.0,22,29.0,1003.0,SE,21.02,0,0
9144,2011,1,16,23,77.0,-20,-12.0,1036.0,NW,4.02,0,0
32475,2013,9,15,2,20.0,7,15.0,1012.0,NW,15.2,0,0
28900,2013,4,19,3,72.0,-1,6.0,1025.0,SE,15.65,0,0
42726,2014,11,16,5,304.0,-3,1.0,1025.0,cv,1.78,0,0
9109,2011,1,15,12,12.0,-25,-6.0,1040.0,NW,287.89,0,0
18866,2012,2,26,1,70.0,-18,-5.0,1030.0,NW,0.89,0,0
9929,2011,2,18,16,140.0,-10,7.0,1024.0,SE,9.39,0,0
13584,2011,7,20,23,116.0,22,23.0,1003.0,cv,0.89,0,1
27052,2013,2,1,3,98.0,-5,-5.0,1023.0,NE,1.79,0,0
1302,2010,2,24,5,227.0,-5,-2.0,1003.0,NW,3.58,0,0
11020,2011,4,5,3,164.0,-6,8.0,1023.0,SE,60.78,0,0
35022,2013,12,30,5,,-24,1.0,1016.0,NW,33.97,0,0
30471,2013,6,23,14,33.0,14,31.0,1002.0,cv,4.92,0,0
30932,2013,7,12,19,50.0,23,29.0,1005.0,SE,22.8,0,0
25149,2012,11,13,20,18.0,-20,3.0,1020.0,NW,261.05,0,0
19054,2012,3,4,21,143.0,-7,-1.0,1019.0,cv,0.89,0,0
6788,2010,10,10,19,420.0,16,16.0,1011.0,SE,1.79,0,5
30691,2013,7,2,18,18.0,14,35.0,994.0,SE,5.81,0,0
15770,2011,10,20,1,270.0,11,11.0,1021.0,cv,1.34,0,0
11276,2011,4,15,19,,-6,20.0,1013.0,SE,1.79,0,0
34635,2013,12,14,2,118.0,-17,-9.0,1026.0,NW,13.86,0,0
25525,2012,11,29,12,38.0,-19,4.0,1024.0,cv,1.79,0,0
22826,2012,8,9,1,43.0,23,24.0,1006.0,cv,0.89,0,0
27793,2013,3,4,0,69.0,-14,9.0,1021.0,NW,8.94,0,0
31123,2013,7,20,18,56.0,19,31.0,1003.0,cv,0.89,0,0
28395,2013,3,29,2,103.0,-4,1.0,1022.0,NW,1.79,0,0
38848,2014,6,7,15,5.0,9,29.0,1002.0,NW,51.42,0,0
10359,2011,3,8,14,16.0,-17,9.0,1021.0,cv,1.79,0,0
27512,2013,2,20,7,109.0,-13,-10.0,1027.0,cv,0.89,0,0
38258,2014,5,14,1,38.0,-5,19.0,1004.0,NW,98.78,0,0
18663,2012,2,17,14,16.0,-24,1.0,1032.0,NW,257.51,0,0
26430,2013,1,6,5,39.0,-18,-13.0,1029.0,NW,14.3,0,0
41113,2014,9,10,0,41.0,15,20.0,1012.0,SE,26.38,0,0
16619,2011,11,24,10,96.0,-8,-1.0,1028.0,cv,1.78,0,0
20450,2012,5,2,1,75.0,8,16.0,1010.0,SE,1.79,0,0
